,id,name,category,size,color,material,price,rating,reviews,new,exclusive,sporty
3152,108805014,PleinSport Shoes O-5789,Shoes,XXL,Фиолетовый,Кожа,679696.0,4.39,250482.0,+,yes,no
3158,497042428,Lacoste Handbags C-7342,Handbags,XXL,Желтый,Нейлон,215740.0,3.19,577606.0,+,no,yes
3166,733807944,Puma Hat V-1480,Hat,S,Синий,Шерсть,742442.0,1.2,922592.0,+,,
3173,433113976,Addidas Shirt V-5807,Shirt,M,Оранжевый,Хлопок,811101.0,2.39,848871.0,+,,
3176,511141447,Puma Jacket L-7549,Jacket,M,Красный,Шелк,101991.0,4.7,368321.0,+,yes,
3179,122571209,Under Armour Shoes G-9069,Shoes,XXL,Оранжевый,Нейлон,550771.0,2.18,272540.0,+,no,
3182,107314173,Addidas Handbags Z-2777,Handbags,XL,Красный,Полиэстер,996021.0,4.76,894818.0,+,yes,no
3185,464436836,Vans Jacket A-7100,Jacket,XXL,Фиолетовый,Вискоза,211431.0,1.09,768305.0,+,,yes
3186,352741098,Asics T-shirt P-2888,T-shirt,L,Синий,Полиэстер,935720.0,4.84,553451.0,+,no,yes
3189,346123146,Vans Belts S-3506,Belts,XL,Оранжевый,Шелк,805680.0,3.65,434850.0,+,yes,no
3191,425663662,Lacoste Jacket P-1733,Jacket,S,Голубой,Шелк,356996.0,3.61,814101.0,+,no,no
3192,126172735,Fila Dress M-2889,Dress,L,Фиолетовый,Полиэстер,321269.0,4.71,14988.0,+,no,
3198,830452855,Converse T-shirt K-5568,T-shirt,M,Фиолетовый,Лен,216659.0,3.84,345333.0,+,no,no
3202,359204435,Fila Jacket Z-9441,Jacket,S,Голубой,Нейлон,631657.0,1.87,646705.0,+,no,no
3205,409298218,Puma Pants M-2256,Pants,S,Оранжевый,Шерсть,144062.0,2.97,430221.0,+,yes,no
3213,727843864,New Balance Jacket I-5556,Jacket,XL,Голубой,Кожа,881545.0,1.06,787210.0,+,no,yes
3215,524303574,PleinSport Gloves T-9223,Gloves,S,Красный,Кожа,996980.0,4.79,38564.0,+,no,no
3217,912723456,Lacoste Jeans V-7353,Jeans,S,Голубой,Хлопок,189673.0,1.85,533545.0,+,,
3228,758452846,Nike Jeans D-4806,Jeans,XXL,Оранжевый,Полиэстер,300715.0,4.96,64139.0,+,yes,
3231,399170021,Puma Shirt Y-5644,Shirt,XXL,Синий,Хлопок,770965.0,4.26,406343.0,+,yes,
3233,318796968,Fila Umbrellas P-3313,Umbrellas,S,Синий,Вискоза,509026.0,4.41,691701.0,+,yes,no
3236,934984450,DC Jeans S-8214,Jeans,XXL,Голубой,Полиэстер,334848.0,1.75,151997.0,+,,no
3238,845676660,Asics Socks E-5538,Socks,XL,Синий,Лен,212257.0,3.52,252083.0,+,,no
3240,187685843,Puma Pants E-5525,Pants,M,Оранжевый,Хлопок,508068.0,4.51,120912.0,+,,
3247,209768801,PleinSport Shoes P-6276,Shoes,M,Зеленый,Вискоза,288247.0,4.06,109669.0,+,,no
3255,330740589,Asics Gloves C-6637,Gloves,XL,Фиолетовый,Шерсть,421726.0,1.18,556114.0,+,no,no
3262,198306291,Fila Gloves E-1134,Gloves,XL,Фиолетовый,Нейлон,657387.0,4.81,632803.0,+,no,yes
3264,847058868,Lacoste Shirt V-8748,Shirt,M,Желтый,Хлопок,545157.0,1.24,415129.0,+,,
3265,965327551,New Balance Blouse H-8508,Blouse,M,Красный,Вискоза,472579.0,2.37,266855.0,+,,no
3266,142535305,Converse Sweater R-8474,Sweater,M,Желтый,Кожа,869995.0,3.2,949279.0,+,no,yes
3270,475401578,Fila Socks J-2665,Socks,XL,Оранжевый,Шелк,174740.0,1.57,271626.0,+,,
3272,138056856,Nike Gloves Z-5276,Gloves,XXL,Фиолетовый,Кожа,375544.0,3.89,343181.0,+,no,no
3277,844601994,New Balance Jeans F-1581,Jeans,S,Желтый,Хлопок,880344.0,4.85,343540.0,+,no,yes
3281,422912315,Ellesse Gloves B-7011,Gloves,XL,Зеленый,Нейлон,388889.0,3.01,390547.0,+,no,no
3282,944035867,DC Skirt O-1002,Skirt,L,Фиолетовый,Полиэстер,177173.0,2.9,702983.0,+,,
3283,432650825,Addidas Belts Z-6359,Belts,L,Синий,Нейлон,430278.0,1.77,276828.0,+,no,no
3285,395801366,Nike Handbags X-2599,Handbags,L,Оранжевый,Шелк,759022.0,3.37,377932.0,+,,no
3295,190607854,Nike Umbrellas R-4868,Umbrellas,XXL,Голубой,Нейлон,470788.0,3.5,488216.0,+,,yes
3299,299446149,Puma Jeans T-1128,Jeans,M,Фиолетовый,Лен,379660.0,2.37,71210.0,+,,no
3303,204156796,Adidas Skirt K-8816,Skirt,XXL,Голубой,Шерсть,186760.0,2.87,948689.0,+,,no
3305,169534098,Under Armour Skirt F-2209,Skirt,S,Оранжевый,Вискоза,589229.0,1.57,685643.0,+,,yes
3306,196277928,Nike Skirt P-8940,Skirt,XXL,Синий,Шерсть,826702.0,1.07,148278.0,+,,no
3319,642704076,Converse Hat R-1398,Hat,L,Голубой,Шелк,376597.0,1.13,703946.0,+,no,yes
3320,755079214,Asics Belts L-8104,Belts,L,Красный,Хлопок,632170.0,3.6,4325.0,+,yes,
3324,467178155,Brooks Socks Q-1858,Socks,M,Красный,Вискоза,713014.0,2.91,415725.0,+,,no
3327,502759348,DC Gloves Z-4721,Gloves,XL,Красный,Вискоза,422211.0,2.79,758926.0,+,yes,
3334,221816454,Vans Hat J-1964,Hat,XXL,Фиолетовый,Шерсть,203658.0,4.91,717785.0,+,,no
3341,853963997,Asics Gloves T-4162,Gloves,XL,Зеленый,Шерсть,725987.0,1.26,7728.0,+,,yes
3342,971084176,Addidas Shirt C-6487,Shirt,XXL,Желтый,Вискоза,515806.0,3.23,571980.0,+,,yes
3343,984428915,Ellesse Jeans K-1008,Jeans,L,Фиолетовый,Лен,247746.0,2.44,530066.0,+,yes,
3347,647053709,Under Armour Belts U-7851,Belts,XL,Голубой,Полиэстер,189721.0,2.61,477544.0,+,no,no
3349,702874730,DC Dress I-9016,Dress,L,Оранжевый,Шелк,393880.0,4.52,663864.0,+,yes,
3358,997738190,Converse Shirt G-5960,Shirt,S,Желтый,Нейлон,363285.0,2.19,453847.0,+,,
3362,202533959,Under Armour Shoes Q-8199,Shoes,XXL,Фиолетовый,Лен,968740.0,1.17,607854.0,+,yes,no
3364,297812799,Brooks Sweater Q-1079,Sweater,M,Фиолетовый,Полиэстер,238802.0,3.5,361674.0,+,no,no
3367,380226186,Fila Shirt G-8688,Shirt,L,Синий,Полиэстер,243977.0,2.6,848629.0,+,no,yes
3370,187833256,Adidas Shoes T-9318,Shoes,M,Синий,Шерсть,977511.0,4.1,679972.0,+,yes,
3376,456294751,Converse Socks I-8180,Socks,XL,Фиолетовый,Шелк,919614.0,1.84,854910.0,+,no,yes
3377,264592842,Nike Handbags Z-2184,Handbags,XXL,Оранжевый,Кожа,815910.0,3.22,864590.0,+,,
3385,791945250,Fila Skirt W-5313,Skirt,XXL,Зеленый,Вискоза,345694.0,1.05,97184.0,+,no,no
3391,102066724,PleinSport Hat K-2443,Hat,M,Синий,Лен,869425.0,2.63,610304.0,+,yes,
3393,513668454,Nike T-shirt O-7385,T-shirt,M,Синий,Нейлон,906725.0,2.91,395153.0,+,yes,
3403,249132880,Vans Pants B-4663,Pants,XXL,Голубой,Хлопок,165525.0,4.69,697859.0,+,no,no
3405,849781633,Brooks Belts K-8647,Belts,M,Зеленый,Шелк,332291.0,4.0,736364.0,+,,yes
3407,857901919,Brooks Blouse X-2025,Blouse,S,Зеленый,Хлопок,489117.0,3.17,320693.0,+,,no
3421,177358404,Ellesse Gloves S-6364,Gloves,L,Оранжевый,Нейлон,540956.0,2.64,466067.0,+,,
3424,536048467,DC Sweater J-7614,Sweater,S,Зеленый,Кожа,939617.0,3.0,513047.0,+,,
3426,130346875,Under Armour Sweater A-9890,Sweater,XXL,Оранжевый,Кожа,494824.0,1.66,398007.0,+,,
3428,883720552,Under Armour Pants E-6371,Pants,XXL,Фиолетовый,Нейлон,289014.0,2.09,497256.0,+,,no
3429,899366047,Adidas Dress U-1026,Dress,XL,Красный,Лен,980765.0,4.3,681925.0,+,,yes
3433,623418057,Vans Handbags Q-7727,Handbags,XL,Желтый,Шерсть,839154.0,4.74,968182.0,+,,no
3434,848898752,Addidas Socks V-4549,Socks,S,Фиолетовый,Шелк,125402.0,3.06,226052.0,+,yes,yes
3435,530835555,Adidas Handbags I-2923,Handbags,L,Синий,Шелк,615925.0,4.04,601182.0,+,no,yes
3436,264562982,Converse Jeans G-3987,Jeans,XL,Оранжевый,Полиэстер,320822.0,4.82,857036.0,+,,no
3438,112483067,Brooks Sweater I-8994,Sweater,L,Зеленый,Шерсть,716327.0,4.38,653791.0,+,no,yes
3441,932188972,PleinSport Pants K-1636,Pants,M,Оранжевый,Нейлон,404834.0,3.87,626060.0,+,,no
3443,214860020,Lacoste Skirt I-3745,Skirt,L,Оранжевый,Нейлон,258788.0,4.82,282141.0,+,no,no
3447,671942881,Nike Sweater Q-8717,Sweater,XL,Красный,Вискоза,711926.0,1.13,900408.0,+,,no
3448,363083048,Asics Dress Y-9826,Dress,XXL,Зеленый,Полиэстер,375024.0,4.41,705114.0,+,yes,
3459,120044383,Brooks Socks J-9562,Socks,XXL,Зеленый,Полиэстер,427207.0,4.54,330935.0,+,no,no
3460,572647126,Nike Belts B-8382,Belts,L,Зеленый,Шерсть,307984.0,4.09,507186.0,+,yes,
3463,656307566,Addidas Socks J-9261,Socks,M,Фиолетовый,Лен,954339.0,4.15,742150.0,+,,no
3465,545114581,Fila Gloves B-8939,Gloves,M,Фиолетовый,Полиэстер,664080.0,1.86,62052.0,+,,no
3469,806344080,Adidas Handbags A-6253,Handbags,S,Голубой,Нейлон,348966.0,4.02,125326.0,+,no,
3470,475644443,Converse Pants Y-7685,Pants,S,Зеленый,Шерсть,397338.0,4.65,338894.0,+,no,
3471,149417349,Reebok Pants K-4783,Pants,XL,Оранжевый,Шерсть,360398.0,1.08,138074.0,+,yes,
3479,162836829,Ellesse Shirt L-2428,Shirt,XL,Зеленый,Хлопок,334221.0,3.32,459077.0,+,no,no
3480,216031220,Converse Shoes D-9132,Shoes,XXL,Синий,Хлопок,378777.0,3.8,619494.0,+,yes,
3482,548016141,Lacoste Jacket L-4719,Jacket,M,Желтый,Шелк,379095.0,3.78,262872.0,+,yes,no
3485,874217309,Brooks Belts M-3275,Belts,XXL,Оранжевый,Шерсть,568254.0,2.96,186487.0,+,yes,
3486,694861550,Addidas Shirt N-9720,Shirt,XL,Голубой,Вискоза,289288.0,1.75,203961.0,+,,no
3487,819414756,Puma Pants Z-2087,Pants,XL,Красный,Лен,940740.0,3.14,695338.0,+,no,yes
3495,394923122,Vans Dress K-7380,Dress,S,Голубой,Хлопок,875435.0,3.14,281185.0,+,,yes
3500,462527857,Fila Umbrellas U-2360,Umbrellas,XL,Желтый,Шерсть,343247.0,1.84,375647.0,+,no,yes
3501,931609822,Adidas Sweater L-8669,Sweater,L,Голубой,Хлопок,771179.0,2.31,750937.0,+,no,
3511,641016040,Ellesse Jacket M-7264,Jacket,M,Красный,Шерсть,985335.0,4.31,351936.0,+,no,no
3529,217381337,New Balance Gloves Q-1345,Gloves,XL,Красный,Хлопок,691178.0,2.1,799646.0,+,no,yes
3531,549162656,Adidas Shirt S-3790,Shirt,XL,Красный,Полиэстер,105512.0,2.52,677037.0,+,yes,no
3535,550139401,Asics Pants Z-4845,Pants,L,Зеленый,Полиэстер,167075.0,3.79,795203.0,+,,
3537,152781562,PleinSport Sweater Q-8465,Sweater,XXL,Фиолетовый,Нейлон,417314.0,3.89,374103.0,+,no,no
3538,484456551,DC T-shirt X-5703,T-shirt,XXL,Красный,Шелк,302751.0,3.75,266036.0,+,no,yes
3546,431912929,Reebok T-shirt O-7922,T-shirt,XL,Зеленый,Вискоза,259850.0,1.26,177307.0,+,,
3553,316284124,Ellesse Blouse D-4937,Blouse,XXL,Желтый,Шерсть,368073.0,3.66,610712.0,+,,
3556,253556153,Brooks Socks I-5615,Socks,L,Красный,Шерсть,251953.0,3.53,833561.0,+,no,
3562,813755402,New Balance Jeans U-3939,Jeans,L,Зеленый,Нейлон,796846.0,4.6,74501.0,+,no,yes
3571,291416099,Brooks Shirt K-7777,Shirt,S,Синий,Нейлон,709639.0,3.53,337669.0,+,yes,
3572,218346282,PleinSport Sweater X-8802,Sweater,S,Красный,Хлопок,658831.0,4.59,622676.0,+,no,no
3573,179810802,Adidas T-shirt S-2995,T-shirt,L,Синий,Вискоза,639575.0,4.94,355238.0,+,no,
3577,240286332,Addidas Belts P-9149,Belts,L,Фиолетовый,Шелк,764178.0,4.56,675006.0,+,no,no
3582,496489650,Vans Gloves F-1005,Gloves,XXL,Синий,Нейлон,310118.0,2.67,930726.0,+,,no
3584,850908558,Addidas Pants W-6616,Pants,L,Фиолетовый,Полиэстер,188116.0,4.01,128361.0,+,,yes
3592,620498853,Reebok Gloves X-1121,Gloves,L,Желтый,Вискоза,743758.0,1.94,584329.0,+,yes,
3603,671651854,Converse Handbags V-8917,Handbags,XL,Зеленый,Нейлон,149618.0,1.53,379976.0,+,no,yes
3604,577009115,Puma Blouse V-5888,Blouse,S,Синий,Лен,750667.0,4.03,954813.0,+,,
3606,822164922,Ellesse Shirt Q-7702,Shirt,M,Фиолетовый,Хлопок,348124.0,3.08,716875.0,+,yes,yes
3610,155587671,Fila Blouse T-1047,Blouse,XXL,Фиолетовый,Лен,674185.0,3.95,299472.0,+,,no
