,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
1999,78117,/upload/350716.webp,"6.2"" Texas Instruments 64GB",27310,273,6x3.4,,,,,,
2316,78244,/upload/872019.jpeg,"7.4"" Intel 176GB",286084,2860,4x3.5,,2,OLED,1920x1200,,10
1606,78315,/upload/954004.svg,"5.3"" VIVO 64GB",363552,3635,8x1.5,63,,IPS,1366x1366,,2
2138,78336,/upload/206587.webp,"7.5"" Western Digital 208GB",454696,4546,8x3.2,117,4,OLED,1600x1200,6177,9
253,78387,/upload/893055.png,"5.4"" Acer 96GB",363323,3633,,30,,,,7612,12
1750,78449,/upload/382023.webp,"7.1"" Western Digital 256GB",178859,1788,4x4.3,,3,OLED,1024x1200,6868,
1865,78466,/upload/438858.jpg,"7.1"" iPhone 12 80GB",226532,2265,,65,1,OLED,1024x1440,2730,
263,78492,/upload/441407.jpg,"6.3"" Toshiba 32GB",298135,2981,,,1,OLED,2560x1200,7669,9
1678,78505,/upload/983577.png,"6.9"" Toshiba 128GB",435223,4352,6x4.6,,3,AMOLED,1280x768,5413,
766,78585,/upload/958556.jpeg,"5.3"" HGST 48GB",443283,4432,6x1.2,52,,,1600x2160,6554,13
1680,78681,/upload/302592.jpg,"7.0"" Lenovo 224GB",271391,2713,4x5.0,,,AMOLED,1600x1200,,4
1272,78687,/upload/311625.jpeg,"6.7"" Huawei P 160GB",130617,1306,2x1.7,,,AMOLED,2560x1440,,10
1360,78720,/upload/930872.svg,"5.0"" Samsung 160GB",205952,2059,4x3.2,106,,IPS,1024x1366,6875,4
1165,78754,/upload/187612.jpeg,"6.7"" Seagate 32GB",353087,3530,,75,1,IPS,1024x2160,3360,
2150,78813,/upload/335217.jpeg,"7.1"" SanDisk 224GB",29217,292,6x1.6,109,,IPS,2560x1200,6528,13
1390,78831,/upload/28521.svg,"6.3"" Sony 16GB",259296,2592,,18,,OLED,,3710,
385,78860,/upload/215335.webp,"5.4"" Western Digital 16GB",186819,1868,6x2.9,126,3,OLED,1024x1080,3484,14
1866,78895,/upload/984936.svg,"5.9"" Xilinx 112GB",181336,1813,,,3,,1920x2160,7802,8
2103,78903,/upload/941023.svg,"5.5"" iPhone 13 32GB",487918,4879,,102,,,1024x1440,4251,9
466,79006,/upload/143849.svg,"5.0"" Toshiba 208GB",48458,484,,,1,,1366x768,2817,12
1545,79035,/upload/651068.jpg,"7.0"" Lenovo 48GB",308548,3085,6x3.8,,,,,5349,6
654,79082,/upload/438790.svg,"6.9"" MSI 112GB",360037,3600,4x2.7,113,,,,,
1526,79111,/upload/779869.svg,"7.0"" Gigabyte 128GB",436301,4363,4x4.5,80,,,1920x1200,,12
1956,79233,/upload/646595.jpg,"6.9"" SanDisk 160GB",191370,1913,4x4.0,25,,,1280x2160,,2
2099,79233,/upload/264620.png,"6.5"" Huawei P 208GB",151725,1517,,,4,OLED,1280x1200,7132,
264,79260,/upload/232169.png,"6.8"" HTC 112GB",106196,1061,6x1.4,,,,2560x2160,,3
789,79289,/upload/523601.svg,"5.0"" SanDisk 80GB",322918,3229,2x4.4,,2,,2560x768,2169,
1312,79318,/upload/532594.svg,"7.5"" Acer 80GB",136047,1360,,31,,OLED,,,
953,79345,/upload/124454.svg,"7.3"" Silicon Power 80GB",362863,3628,8x1.4,29,,,2560x1200,6986,
2052,79393,/upload/476492.svg,"5.9"" Lenovo 48GB",333423,3334,6x3.1,,3,IPS,1280x2160,4336,
2013,79413,/upload/224761.jpeg,"6.9"" iPhone 13 80GB",306994,3069,6x1.6,53,2,OLED,1024x1080,,8
876,79496,/upload/936938.png,"6.3"" MSI 48GB",449559,4495,2x1.3,,,,1600x1440,2087,
217,79509,/upload/319954.webp,"6.7"" Acer 112GB",480626,4806,2x1.4,,3,,1024x2160,4435,
2270,79541,/upload/688926.png,"7.2"" Motorola 208GB",451476,4514,,72,4,OLED,,6389,2
1197,79547,/upload/493701.jpeg,"7.4"" LG 144GB",242025,2420,4x4.7,102,,IPS,,,13
1683,79616,/upload/617652.webp,"5.7"" iPhone 12 256GB",12765,127,8x1.9,92,1,,,7064,
1454,79617,/upload/851524.jpg,"5.1"" Samsung S21 192GB",364127,3641,6x4.6,44,,IPS,1366x768,2450,
1457,79618,/upload/926448.jpeg,"5.1"" Microsoft 208GB",324718,3247,8x3.3,,2,,,6501,10
1979,79630,/upload/598873.png,"6.8"" iPhone 12 208GB",90607,906,4x2.2,,,,1366x1200,,10
795,79631,/upload/313109.jpg,"5.3"" iPhone X 128GB",198713,1987,,18,3,OLED,,5407,
1629,79661,/upload/251287.jpeg,"7.2"" iPhone 12 208GB",391312,3913,8x2.9,94,1,,1600x1440,3888,2
344,79668,/upload/947933.jpeg,"7.4"" iPhone 12 224GB",113000,1130,8x2.2,123,,IPS,,2819,
1422,79689,/upload/511075.png,"6.6"" Transcend 160GB",189263,1892,2x1.0,,3,IPS,,3407,
276,79732,/upload/161318.jpg,"6.9"" Toshiba 256GB",424935,4249,,66,,OLED,1280x768,,
806,79734,/upload/44301.svg,"6.8"" Motorola 256GB",159478,1594,2x1.3,,,,1366x768,7184,
1974,79768,/upload/856582.jpg,"6.3"" Hewlett-Packard 64GB",387306,3873,4x4.0,,2,IPS,,7344,5
2048,79769,/upload/146332.svg,"7.4"" Motorola 80GB",60971,609,,62,4,,1920x2160,5094,
430,79790,/upload/160979.jpg,"5.9"" Micron 16GB",93373,933,,,,,,7526,5
1031,79803,/upload/365931.jpg,"5.6"" Xilinx 256GB",414055,4140,8x4.9,50,2,OLED,,,
1281,79817,/upload/593705.jpeg,"5.5"" Texas Instruments 64GB",455445,4554,4x4.7,50,,OLED,,5566,15
72,79886,/upload/817216.svg,"5.9"" ASUS 224GB",157222,1572,8x1.4,62,,IPS,1280x2160,2173,
755,79894,/upload/149712.jpg,"6.9"" Seagate 240GB",181348,1813,6x1.6,,4,AMOLED,,3975,
166,79899,/upload/498204.svg,"7.5"" Alcatel 128GB",71212,712,4x4.5,100,,,1600x1200,5968,12
683,79930,/upload/397272.png,"7.2"" NVIDIA 128GB",436689,4366,,,2,AMOLED,1920x1440,2692,6
1310,79935,/upload/896339.svg,"7.3"" Marvell 144GB",298637,2986,4x1.8,78,4,OLED,1920x768,6744,7
648,79937,/upload/849946.jpg,"7.4"" OCZ 240GB",349486,3494,6x1.4,56,1,,2560x2160,,
1669,79988,/upload/967092.svg,"7.0"" Microsoft 192GB",398468,3984,4x3.0,88,3,OLED,1280x1440,,
1796,80044,/upload/768172.webp,"5.0"" VIVO 208GB",68446,684,6x1.9,62,,AMOLED,,2484,12
206,80165,/upload/457956.svg,"6.7"" ARM 16GB",466256,4662,,91,1,,,,4
1282,80212,/upload/552255.png,"6.4"" PNY 128GB",491596,4915,8x5.0,80,,AMOLED,1024x2160,4882,7
1316,80212,/upload/805354.png,"5.8"" Hewlett-Packard 144GB",208203,2082,8x2.1,53,,,2560x1080,3762,2
1158,80250,/upload/352106.webp,"5.9"" Kingston 96GB",158382,1583,6x1.4,73,,IPS,,7284,5
172,80251,/upload/935275.jpeg,"7.3"" Xilinx 112GB",110763,1107,,,2,IPS,,2205,
1586,80360,/upload/904106.svg,"7.0"" AMD 96GB",150476,1504,,84,1,IPS,,3502,3
2116,80411,/upload/238507.jpeg,"6.8"" Toshiba 256GB",126866,1268,,96,1,OLED,,6058,13
525,80434,/upload/783258.svg,"5.3"" ADATA 160GB",135161,1351,,,4,OLED,1366x1366,,11
324,80466,/upload/514299.svg,"6.8"" Motorola 96GB",82427,824,8x3.9,27,1,,1366x1080,,2
400,80493,/upload/421563.png,"6.2"" HTC 224GB",83723,837,6x1.4,26,4,OLED,,7113,
894,80499,/upload/793923.webp,"6.7"" AMD 208GB",302703,3027,8x3.8,,2,,1024x1080,7296,11
150,80571,/upload/183822.png,"6.4"" Alcatel 160GB",351681,3516,4x4.9,73,3,,,5405,
1844,80578,/upload/57483.png,"5.4"" Google Pixel 192GB",150195,1501,2x1.9,,1,,,6039,9
1109,80616,/upload/847691.png,"5.9"" Samsung Note 192GB",129898,1298,6x2.6,84,2,OLED,,,8
562,80621,/upload/882089.webp,"5.9"" HTC 112GB",215759,2157,,100,,AMOLED,,,
1679,80677,/upload/708596.webp,"7.5"" Lenovo 192GB",314945,3149,8x1.7,,3,AMOLED,,3161,13
476,80748,/upload/241659.png,"6.0"" Toshiba 144GB",279479,2794,,43,,,1366x2160,,12
2003,80799,/upload/316677.jpeg,"6.1"" Silicon Power 128GB",376725,3767,4x3.3,84,2,OLED,2560x2160,6368,5
377,80827,/upload/939173.png,"7.1"" Sony 80GB",159386,1593,,75,4,OLED,,7180,
2102,80857,/upload/713536.svg,"7.4"" OCZ 256GB",427533,4275,8x3.5,61,3,IPS,1920x1366,7285,
1906,80947,/upload/503929.webp,"5.9"" MSI 96GB",352054,3520,6x2.7,,,OLED,,,
1962,80971,/upload/838704.webp,"7.2"" ADATA 256GB",14034,140,,33,4,OLED,,,
614,80990,/upload/133225.svg,"5.0"" Hewlett-Packard 96GB",395884,3958,,,4,,,4286,
526,80999,/upload/438412.png,"6.2"" Samsung S21 128GB",199955,1999,4x2.9,,3,AMOLED,1920x768,,6
1437,81001,/upload/11446.svg,"6.4"" Micron 176GB",42084,420,,73,,OLED,1366x1440,7547,7
921,81079,/upload/141455.jpg,"6.2"" Marvell 32GB",383667,3836,4x3.5,,2,IPS,1600x2160,,12
1506,81102,/upload/751036.png,"5.7"" MSI 48GB",369527,3695,4x2.7,127,,,,4974,14
745,81144,/upload/536800.jpg,"6.6"" Google Pixel 64GB",199665,1996,,65,1,,1600x1366,,3
997,81156,/upload/106033.jpg,"5.5"" ZTE 128GB",153041,1530,,111,3,AMOLED,1920x768,4234,5
660,81212,/upload/384390.svg,"5.7"" Xiaomi Mi 64GB",352771,3527,4x3.2,22,1,OLED,,,2
187,81226,/upload/951890.svg,"6.1"" ADATA 208GB",339788,3397,,94,,AMOLED,,6459,14
2174,81245,/upload/64528.webp,"6.1"" Kingston 64GB",494319,4943,4x1.4,,1,OLED,1600x768,,13
1746,81330,/upload/444932.jpg,"5.3"" LG 224GB",17323,173,,118,,IPS,1024x1200,5054,14
1672,81410,/upload/653008.webp,"6.6"" Dell 192GB",397006,3970,4x1.2,56,3,IPS,,2511,
167,81539,/upload/412418.png,"5.8"" ASUS 256GB",223985,2239,,72,,,1366x2160,7165,8
1587,81598,/upload/390425.svg,"5.2"" ADATA 160GB",462847,4628,,,,,,,
1449,81601,/upload/326181.svg,"6.3"" Corsair 48GB",463596,4635,,71,1,IPS,,,14
815,81644,/upload/73628.webp,"7.0"" Dell 112GB",356391,3563,,122,,AMOLED,,6005,12
2037,81653,/upload/258184.svg,"5.3"" ADATA 240GB",162213,1622,2x4.8,73,3,,,,13
1022,81676,/upload/155034.png,"7.2"" Acer 208GB",218452,2184,2x1.6,,4,OLED,,5727,
460,81706,/upload/426793.jpg,"5.9"" Sony 240GB",231998,2319,,32,2,AMOLED,1024x1080,2737,4
712,81743,/upload/233719.webp,"6.0"" Google Pixel 256GB",221160,2211,,,3,IPS,1600x2160,,16
388,81747,/upload/317077.jpg,"7.1"" Gigabyte 160GB",134815,1348,,25,3,AMOLED,1280x1200,4505,4
2005,81767,/upload/810716.png,"6.6"" Toshiba 96GB",144477,1444,,79,3,,1600x1080,,
86,81808,/upload/8228.jpeg,"6.9"" Corsair 192GB",371437,3714,8x2.9,60,1,IPS,1600x1080,,
1856,81844,/upload/331871.jpeg,"6.4"" Samsung Note 240GB",259327,2593,2x4.0,20,2,,1920x1366,,
285,81854,/upload/399640.png,"6.8"" SanDisk 160GB",179819,1798,6x3.8,,,,,3908,3
820,81868,/upload/509722.jpeg,"7.2"" Texas Instruments 160GB",189536,1895,8x2.7,,,,1920x768,3170,14
2180,81879,/upload/524567.webp,"6.4"" Transcend 240GB",338278,3382,6x2.5,56,1,,,7184,
1309,81902,/upload/237873.webp,"5.8"" Texas Instruments 64GB",136981,1369,8x3.6,93,,AMOLED,1280x768,,
767,81972,/upload/329976.webp,"6.3"" Western Digital 192GB",405295,4052,4x2.0,,,OLED,,,
1525,82040,/upload/209.webp,"5.7"" AMD 224GB",157596,1575,4x3.2,,,AMOLED,1920x768,2514,9
908,82093,/upload/635725.png,"6.3"" Motorola 16GB",11457,114,,,3,OLED,1920x1440,5424,3
449,82150,/upload/365064.jpeg,"5.5"" Texas Instruments 16GB",213280,2132,4x1.6,77,,OLED,,2936,3
1561,82256,/upload/433511.png,"6.4"" SanDisk 224GB",430762,4307,,27,1,,1366x1080,3306,4
1446,82287,/upload/28241.png,"6.5"" Lenovo 112GB",54532,545,2x3.4,,2,OLED,1280x1200,,
384,82450,/upload/598883.jpeg,"5.6"" Seagate 16GB",34500,345,,,4,,1920x1200,,
783,82467,/upload/395220.jpeg,"6.3"" Sony 96GB",47957,479,4x2.8,127,1,,,,
202,82487,/upload/191290.jpeg,"6.2"" OCZ 240GB",475660,4756,6x1.5,57,,AMOLED,,6412,12
2029,82547,/upload/14241.jpg,"5.0"" Xilinx 80GB",215127,2151,2x4.3,70,,,1920x1200,,
102,82548,/upload/560095.svg,"5.7"" Toshiba 224GB",248082,2480,,71,,IPS,,,16
972,82555,/upload/392847.webp,"7.3"" Silicon Power 96GB",372000,3720,,47,,AMOLED,,7151,7
782,82622,/upload/926160.png,"6.6"" Texas Instruments 160GB",76008,760,8x3.9,,1,,,3443,9
763,82624,/upload/451699.png,"5.7"" Huawei P 208GB",406759,4067,8x3.2,,2,IPS,,,10
1476,82634,/upload/354723.jpeg,"5.2"" OCZ 176GB",340350,3403,6x1.3,122,4,IPS,2560x1366,6963,10
829,82647,/upload/190026.png,"5.3"" Lenovo 208GB",254146,2541,,,2,AMOLED,1366x1200,5220,
60,82649,/upload/741945.svg,"6.8"" Microsoft 208GB",127775,1277,,77,4,,1280x1200,,14
810,82720,/upload/977423.svg,"6.5"" AMD 160GB",186679,1866,4x3.2,125,,IPS,1280x2160,3643,
1676,82751,/upload/449462.jpeg,"7.3"" NVIDIA 176GB",47039,470,2x1.2,69,1,,1280x1440,6561,
2160,82784,/upload/397378.svg,"5.3"" Corsair 128GB",303652,3036,,112,4,IPS,1280x1440,4831,
2120,82793,/upload/590266.webp,"7.1"" iPhone X 80GB",461061,4610,8x3.8,,,OLED,,,
729,82861,/upload/381112.svg,"6.1"" ASUS 112GB",179091,1790,6x1.0,69,,,1024x1200,3022,9
958,82906,/upload/377666.svg,"7.4"" ZTE 192GB",138307,1383,,,2,,1920x1200,,
1550,82938,/upload/169861.jpeg,"6.7"" Plextor 256GB",460789,4607,2x1.9,87,,,,,13
220,82951,/upload/765663.jpg,"6.8"" AMD 208GB",14621,146,2x1.3,,3,IPS,1366x2160,7342,
182,82975,/upload/55708.jpeg,"6.7"" ASUS 32GB",401824,4018,4x5.0,18,,OLED,2560x1080,,12
1009,83028,/upload/955202.png,"6.9"" Intel 224GB",247365,2473,4x3.6,,,AMOLED,1024x1440,,
228,83050,/upload/867868.jpg,"5.0"" Hewlett-Packard 208GB",360391,3603,,,1,IPS,,4683,12
2235,83051,/upload/803497.svg,"5.9"" MSI 208GB",99117,991,,82,,,2560x2160,6835,6
866,83069,/upload/746965.svg,"6.8"" Blackberry 48GB",23527,235,4x4.2,,1,IPS,1920x1440,,9
2068,83108,/upload/254690.webp,"5.9"" LG 240GB",399113,3991,8x1.5,49,,,1366x2160,,
1429,83164,/upload/184185.png,"5.1"" Broadcom 16GB",157020,1570,,,,AMOLED,1024x1200,4069,7
1013,83207,/upload/721100.svg,"7.4"" iPhone 13 224GB",71493,714,,,2,IPS,2560x1200,,2
1630,83214,/upload/955420.webp,"7.5"" Marvell 32GB",34570,345,,,4,OLED,,4842,
2209,83230,/upload/493730.jpeg,"5.7"" Plextor 224GB",322869,3228,,41,,AMOLED,,6484,11
1853,83280,/upload/302789.webp,"5.4"" iPhone 13 32GB",65867,658,,65,1,,,,14
95,83308,/upload/798476.png,"6.9"" Xilinx 224GB",254097,2540,2x1.2,69,,,1280x1200,,9
1795,83320,/upload/835871.jpeg,"6.8"" HGST 256GB",182437,1824,,59,2,AMOLED,,,13
749,83492,/upload/849982.webp,"5.1"" LaCie 192GB",423725,4237,,,1,,1280x768,2555,10
341,83511,/upload/842785.jpg,"6.5"" Google Pixel 224GB",252464,2524,2x2.2,,,AMOLED,1920x1200,,
1483,83534,/upload/779823.svg,"6.0"" ASUS 224GB",21717,217,6x1.6,106,4,AMOLED,1280x768,,3
1063,83562,/upload/209789.svg,"7.4"" Samsung 128GB",463635,4636,,116,1,,2560x1366,,3
227,83572,/upload/323453.jpg,"6.2"" OPPO 240GB",182208,1822,6x2.9,,2,AMOLED,1366x768,6959,
1837,83591,/upload/954078.jpeg,"5.8"" SanDisk 80GB",391928,3919,6x1.8,,,,,,13
1443,83726,/upload/591581.png,"5.5"" Marvell 80GB",225626,2256,,,,IPS,,5970,7
1328,83730,/upload/794104.jpg,"6.0"" PNY 208GB",335893,3358,2x2.1,,2,,1024x1200,,
350,83809,/upload/19733.jpeg,"5.5"" LaCie 48GB",54580,545,,106,1,AMOLED,,7444,
185,83815,/upload/176148.png,"5.7"" MSI 32GB",124604,1246,,61,,AMOLED,2560x768,5269,12
37,83849,/upload/151771.jpeg,"6.1"" Samsung S21 112GB",338959,3389,2x2.3,,3,IPS,1024x1440,,
2215,83891,/upload/450283.jpeg,"5.3"" Micron 112GB",400022,4000,2x5.0,100,,AMOLED,2560x1366,6453,
178,83932,/upload/864859.svg,"6.4"" ARM 224GB",18121,181,,,1,IPS,,,15
1774,83941,/upload/196306.jpg,"6.3"" Acer 80GB",127591,1275,6x4.4,,,,1366x1080,7274,16
913,83941,/upload/538652.png,"6.7"" OPPO 80GB",177319,1773,4x2.3,86,2,,2560x1080,,13
670,83999,/upload/538146.jpg,"6.5"" iPhone 12 112GB",261934,2619,6x4.5,111,3,AMOLED,,2815,5
1018,84037,/upload/699399.png,"7.1"" NVIDIA 128GB",98013,980,,,,,1600x1200,5606,14
801,84061,/upload/865510.svg,"6.4"" MSI 112GB",318640,3186,4x3.2,,3,IPS,,,
559,84064,/upload/786322.svg,"6.8"" Seagate 48GB",277957,2779,,75,,IPS,,2335,2
553,84082,/upload/652004.jpg,"6.6"" Apple 96GB",396890,3968,2x4.1,,,IPS,1920x2160,7380,11
1515,84083,/upload/762592.svg,"6.9"" Broadcom 80GB",392177,3921,,55,,IPS,2560x1366,,12
157,84161,/upload/220408.svg,"7.4"" Lenovo 176GB",400602,4006,,40,4,,1600x1200,,8
556,84183,/upload/269823.webp,"5.2"" IBM 80GB",447017,4470,,21,3,,1024x2160,,
2061,84203,/upload/580462.svg,"6.7"" Plextor 16GB",429558,4295,,,4,,2560x1080,,
784,84218,/upload/964567.jpg,"5.5"" ARM 96GB",172299,1722,2x3.5,,3,OLED,1920x768,,12
1211,84258,/upload/548072.jpeg,"5.5"" Qualcomm 96GB",471169,4711,2x2.2,107,1,,1920x1440,2496,12
1779,84322,/upload/760570.jpg,"6.6"" Dell 48GB",466199,4661,4x4.8,,,,1600x2160,6692,14
1909,84333,/upload/55556.png,"7.4"" Seagate 240GB",495624,4956,8x3.8,,2,AMOLED,1024x2160,2124,9
518,84358,/upload/717278.webp,"6.0"" Lenovo 256GB",356100,3561,8x2.3,,2,IPS,1024x1200,6443,
481,84417,/upload/62626.webp,"6.6"" HGST 64GB",461462,4614,,110,3,,1280x1080,,
352,84473,/upload/204480.jpeg,"7.3"" Blackberry 208GB",269684,2696,8x2.2,31,3,AMOLED,,,10
2326,84528,/upload/879248.webp,"7.2"" NVIDIA 192GB",158803,1588,8x3.7,107,1,AMOLED,2560x768,3867,8
887,84550,/upload/798235.jpeg,"6.0"" Microsoft 160GB",227803,2278,,91,1,OLED,,5435,16
134,84612,/upload/253500.jpg,"6.3"" AMD 80GB",353634,3536,,,4,IPS,1600x2160,3848,10
836,84630,/upload/735133.svg,"6.8"" Kingston 48GB",367463,3674,8x2.4,117,,,2560x1080,6967,
320,84692,/upload/556103.png,"7.3"" Sony 48GB",374624,3746,,,2,OLED,1600x1200,2984,7
822,84726,/upload/809532.jpg,"6.2"" iPhone X 16GB",283060,2830,4x3.8,,,OLED,1024x2160,,14
764,84760,/upload/700430.svg,"6.7"" ARM 32GB",341236,3412,6x2.4,78,,AMOLED,1920x1080,5374,5
333,84782,/upload/346341.jpeg,"6.6"" Plextor 96GB",59439,594,,,,OLED,,6771,2
698,84848,/upload/778358.jpg,"6.7"" LG 16GB",162048,1620,8x1.0,82,3,IPS,1600x1440,2204,2
2152,84869,/upload/417213.webp,"5.2"" AMD 256GB",392074,3920,,,2,,,2066,3
1760,84872,/upload/277806.png,"5.6"" Nokia 64GB",209937,2099,,28,,,,3835,15
970,84901,/upload/605377.svg,"6.7"" MSI 64GB",130342,1303,,42,3,,,2033,
942,84931,/upload/85377.jpeg,"5.5"" Sony 96GB",222585,2225,2x2.4,59,1,IPS,1920x1200,,9
1734,84989,/upload/534636.webp,"6.6"" Microsoft 160GB",95391,953,4x1.0,111,,OLED,1024x2160,,4
1733,85021,/upload/561155.jpg,"5.7"" Asus 32GB",167879,1678,,99,,OLED,1600x2160,,3
1151,85026,/upload/306638.png,"5.0"" Xiaomi Mi 16GB",94366,943,6x4.8,,,,2560x1366,,11
664,85070,/upload/998015.png,"6.0"" ASUS 112GB",415565,4155,,,3,,,,3
109,85163,/upload/99880.jpeg,"7.5"" Hewlett-Packard 80GB",202466,2024,,101,,,1366x1440,,8
1938,85163,/upload/741256.svg,"6.0"" Silicon Power 64GB",36184,361,,54,1,AMOLED,,2066,14
2159,85177,/upload/71907.jpg,"5.4"" HTC 80GB",79924,799,2x4.1,51,2,OLED,2560x1366,7572,3
1377,85200,/upload/714461.webp,"5.4"" Western Digital 144GB",109971,1099,,,2,,,,3
243,85202,/upload/325686.webp,"7.5"" LG 112GB",326400,3264,8x1.5,116,2,IPS,1920x1200,4148,
2175,85244,/upload/381150.webp,"6.2"" VIVO 176GB",324429,3244,4x2.2,111,2,OLED,1920x1440,7131,
2128,85281,/upload/25206.jpg,"6.0"" VIVO 256GB",73247,732,,,,IPS,2560x1440,,4
2255,85358,/upload/354400.svg,"5.6"" Samsung S21 16GB",468945,4689,,76,4,AMOLED,,3941,16
210,85375,/upload/235721.svg,"5.7"" Broadcom 224GB",435137,4351,,97,4,OLED,1600x1366,,
1654,85392,/upload/205664.jpg,"7.0"" iPhone 12 224GB",101795,1017,8x1.4,46,4,,,,
1789,85434,/upload/220467.png,"7.1"" Microsoft 208GB",33798,337,4x1.1,,2,IPS,1280x1200,,2
394,85566,/upload/448193.svg,"6.3"" VIVO 48GB",352208,3522,6x4.1,,3,AMOLED,1366x1080,,10
365,85623,/upload/791674.jpeg,"5.1"" Asus 128GB",399255,3992,2x1.7,,4,,,,
1207,85665,/upload/391514.jpg,"5.0"" Blackberry 48GB",210254,2102,,116,,OLED,2560x2160,3672,3
564,85689,/upload/358385.png,"7.5"" Huawei P 144GB",305477,3054,8x3.0,83,,IPS,1366x1200,,
1659,85693,/upload/176381.jpg,"5.5"" NVIDIA 16GB",116415,1164,2x2.0,45,,,1280x2160,2755,
1653,85765,/upload/193186.webp,"7.0"" LaCie 176GB",450299,4502,2x4.0,98,4,,1920x1200,7646,
275,85767,/upload/580951.jpg,"5.0"" Western Digital 48GB",215275,2152,6x1.8,82,3,AMOLED,,,
1584,85790,/upload/794627.svg,"6.5"" Google Pixel 80GB",255684,2556,4x3.2,,1,IPS,1920x1366,,7
2075,85832,/upload/409469.jpeg,"5.5"" Google Pixel 224GB",261761,2617,8x3.3,,4,,1024x1080,,9
1183,85865,/upload/754312.png,"5.2"" iPhone X 256GB",80177,801,4x3.4,,2,AMOLED,,,10
2130,85912,/upload/790124.png,"7.0"" Samsung S21 208GB",261470,2614,,90,3,AMOLED,,4947,12
87,85916,/upload/558593.jpg,"5.3"" Marvell 128GB",23702,237,6x4.2,,4,AMOLED,1280x1366,2547,6
247,85977,/upload/977727.png,"7.3"" iPhone X 128GB",346001,3460,,,1,OLED,1280x1200,6227,15
1605,86030,/upload/49370.jpg,"6.1"" Google Pixel 64GB",78690,786,4x3.9,,4,,,7593,
1855,86081,/upload/998680.jpeg,"5.8"" VIVO 80GB",375279,3752,4x4.3,74,4,AMOLED,1366x1366,,15
502,86169,/upload/448853.svg,"7.3"" OCZ 224GB",80641,806,2x2.0,,3,OLED,,,12
184,86195,/upload/632167.jpeg,"6.9"" ARM 32GB",469853,4698,6x2.4,,,,,4797,
1721,86251,/upload/51434.svg,"6.2"" Alcatel 192GB",131144,1311,6x4.6,,,IPS,,,
1341,86283,/upload/809182.png,"5.9"" Transcend 240GB",460882,4608,4x1.1,23,2,OLED,1366x768,4997,7
943,86338,/upload/825344.jpeg,"5.7"" VIVO 96GB",481563,4815,,,,IPS,2560x1080,,
1781,86350,/upload/820609.webp,"6.1"" ARM 48GB",99187,991,,,3,AMOLED,1920x1366,3600,15
125,86446,/upload/981533.jpeg,"5.8"" Asus 16GB",343059,3430,,35,3,OLED,1600x2160,,12
1038,86455,/upload/349117.jpeg,"6.0"" iPhone X 256GB",118690,1186,,117,3,IPS,1920x1366,,14
1870,86456,/upload/53090.jpeg,"6.5"" iPhone X 128GB",487311,4873,4x2.0,,,OLED,,3523,6
663,86471,/upload/648310.svg,"5.5"" HTC 192GB",87549,875,6x2.3,,1,,,3008,9
870,86550,/upload/656048.webp,"7.0"" ADATA 176GB",368745,3687,8x4.0,,1,IPS,1366x1440,7962,8
956,86557,/upload/257163.jpeg,"7.0"" Motorola 64GB",245061,2450,6x3.7,84,,,1280x1080,2018,10
817,86571,/upload/303554.webp,"6.6"" Apple 16GB",20077,200,,104,,,1600x768,,
1194,86575,/upload/791656.jpg,"5.5"" iPhone 12 160GB",244425,2444,6x4.4,,1,IPS,2560x1366,4569,3
1901,86596,/upload/943267.jpeg,"6.8"" OCZ 160GB",278982,2789,,,3,,1280x1200,5410,2
2019,86633,/upload/873448.jpeg,"5.7"" Transcend 144GB",12746,127,6x1.7,,,,1366x768,,11
687,86662,/upload/221840.jpg,"5.4"" iPhone 13 96GB",457702,4577,,76,,IPS,,,10
1985,86666,/upload/958049.png,"7.0"" Texas Instruments 256GB",479759,4797,,,2,,1920x1366,3625,
850,86678,/upload/617470.jpg,"6.6"" AMD 240GB",469211,4692,,39,3,AMOLED,1024x1080,,9
585,86787,/upload/470177.png,"7.4"" Dell 240GB",415255,4152,,62,4,IPS,,6130,9
920,86835,/upload/232432.webp,"6.0"" iPhone 13 192GB",474621,4746,8x4.7,,2,OLED,1920x1366,2596,
1768,86841,/upload/601231.jpg,"6.1"" Xiaomi Mi 144GB",261268,2612,4x3.7,94,2,IPS,1920x1200,7481,7
833,87002,/upload/737289.jpeg,"6.0"" Dell 208GB",387708,3877,8x4.4,64,3,,,4498,5
2293,87006,/upload/150296.jpg,"5.3"" Fujitsu 224GB",261720,2617,,,1,,,5225,
1223,87012,/upload/518335.svg,"6.5"" Broadcom 208GB",399849,3998,2x2.9,60,,IPS,2560x2160,4632,14
1981,87012,/upload/493301.svg,"5.3"" Motorola 240GB",180743,1807,,47,1,AMOLED,1366x1200,6944,
1527,87040,/upload/30900.jpg,"7.4"" Apple 64GB",74326,743,4x2.2,36,1,,2560x1080,4711,2
417,87058,/upload/707916.webp,"6.6"" Plextor 176GB",287474,2874,6x4.9,,2,OLED,1920x1440,,12
629,87163,/upload/649010.jpg,"5.3"" Marvell 16GB",341099,3410,,123,4,IPS,1920x2160,4903,
830,87187,/upload/676993.webp,"5.6"" Micron 48GB",38861,388,6x3.4,56,,,,6580,7
582,87212,/upload/227759.svg,"5.8"" MSI 256GB",292334,2923,2x3.1,,3,,1280x1366,,
